id,outcome,age,X,Y
5628,1,37,8.573066869,12.49911746
5629,1,35,8.573066869,12.49911746
5630,0,27,8.573066869,12.49911746
5631,1,38,8.597056588,11.86116838
5632,0,24,8.597056588,11.86116838
5633,1,39,8.597056588,11.86116838
5634,1,38,8.597056588,11.86116838
5635,1,29,8.597056588,11.86116838
5636,1,36,8.597056588,11.86116838
5637,1,34,8.597056588,11.86116838
5638,1,28,8.597056588,11.86116838
5639,0,37,8.597056588,11.86116838
5640,1,31,8.597056588,11.86116838
5641,1,37,8.597056588,11.86116838
5642,1,32,8.597056588,11.86116838
5643,1,39,8.597056588,11.86116838
5644,1,39,8.597056588,11.86116838
5645,0,28,8.597056588,11.86116838
5646,1,36,8.895705851,12.15978315
5647,0,30,8.895705851,12.15978315
5648,1,31,8.895705851,12.15978315
5649,0,26,8.895705851,12.15978315
5650,1,38,8.895705851,12.15978315
5651,1,34,8.895705851,12.15978315
5652,1,36,8.895705851,12.15978315
5653,1,32,8.895705851,12.15978315
5654,1,39,8.895705851,12.15978315
5655,0,29,8.895705851,12.15978315
5656,1,37,8.895705851,12.15978315
5657,1,31,8.895705851,12.15978315
5658,1,29,8.895705851,12.15978315
5659,0,28,8.895705851,12.15978315
5660,1,27,8.895705851,12.15978315
5661,1,33,8.895705851,12.15978315
5662,1,38,8.895705851,12.15978315
5663,1,31,8.895705851,12.15978315
5664,1,29,8.895705851,12.15978315
5665,1,39,8.895705851,12.15978315
5666,1,29,8.895705851,12.15978315
5667,0,30,8.895705851,12.15978315
5668,1,31,8.895705851,12.15978315
5669,0,29,8.895705851,12.15978315
5670,1,35,8.895705851,12.15978315
5671,1,29,8.895705851,12.15978315
5672,1,33,8.895705851,12.15978315
5673,1,31,8.895705851,12.15978315
5674,1,37,8.895705851,12.15978315
5675,1,30,8.895705851,12.15978315
5676,1,36,8.895705851,12.15978315
5677,1,35,8.895705851,12.15978315
5678,1,34,8.895705851,12.15978315
5679,0,26,8.870116356,12.06764142
5680,1,35,8.870116356,12.06764142
5681,1,39,8.870116356,12.06764142
5682,0,31,8.870116356,12.06764142
5683,1,30,8.870116356,12.06764142
5684,1,30,8.870116356,12.06764142
5685,1,26,8.870116356,12.06764142
5686,1,29,8.870116356,12.06764142
5687,1,33,8.870116356,12.06764142
5688,1,28,8.870116356,12.06764142
5689,1,33,8.618353359,12.1855983
5690,1,39,8.618353359,12.1855983
5691,0,25,8.618353359,12.1855983
5692,1,31,8.618353359,12.1855983
5693,1,35,8.618353359,12.1855983
5694,1,30,8.618353359,12.1855983
5695,1,27,8.476714783,12.22017403
5696,0,28,8.476714783,12.22017403
5697,1,32,8.476714783,12.22017403
5698,0,33,8.476714783,12.22017403
5699,1,37,8.476714783,12.22017403
5700,1,26,8.476714783,12.22017403
5701,0,26,8.476714783,12.22017403
5702,0,29,8.476714783,12.22017403
5703,1,36,8.476714783,12.22017403
5704,1,29,8.476714783,12.22017403
5705,0,30,8.476714783,12.22017403
5706,1,37,8.476714783,12.22017403
5707,0,33,8.476714783,12.22017403
5708,0,29,8.476714783,12.22017403
5709,1,40,8.476714783,12.22017403
5710,0,33,8.476714783,12.22017403
5711,1,38,8.476714783,12.22017403
5712,1,26,8.436401877,12.08095347
5713,0,35,8.436401877,12.08095347
5714,1,38,8.436401877,12.08095347
5715,1,35,8.436401877,12.08095347
5716,1,36,8.436401877,12.08095347
5717,1,28,8.436401877,12.08095347
5718,1,26,8.436401877,12.08095347
5719,1,31,8.436401877,12.08095347
5720,0,35,8.436401877,12.08095347
5721,1,31,8.436401877,12.08095347
5722,1,34,8.436401877,12.08095347
5723,1,36,8.436401877,12.08095347
5724,1,33,8.436401877,12.08095347
5725,1,33,8.436401877,12.08095347
5726,1,35,8.436401877,12.08095347
5727,1,36,8.436401877,12.08095347
5728,1,28,8.436401877,12.08095347
5729,1,38,8.436401877,12.08095347
5730,1,37,8.436401877,12.08095347
5731,1,33,8.436401877,12.08095347
5732,0,36,8.436401877,12.08095347
5733,1,40,8.436401877,12.08095347
5734,1,35,8.436401877,12.08095347
5735,0,32,8.449262396,12.27479874
5736,1,31,8.449262396,12.27479874
5737,0,34,8.449262396,12.27479874
5738,0,31,8.449262396,12.27479874
5739,1,39,8.449262396,12.27479874
5740,1,38,8.449262396,12.27479874
5741,1,31,8.449262396,12.27479874
5742,1,29,8.449262396,12.27479874
5743,1,30,8.449262396,12.27479874
5744,1,36,8.449262396,12.27479874
5745,0,25,8.449262396,12.27479874
5746,1,32,8.449262396,12.27479874
5747,0,29,8.449262396,12.27479874
5748,1,38,8.449262396,12.27479874
5749,1,30,8.449262396,12.27479874
5750,1,35,8.449262396,12.27479874
5751,1,27,8.258912337,12.24127986
5752,0,25,8.258912337,12.24127986
5753,1,25,8.258912337,12.24127986
5754,0,28,8.258912337,12.24127986
5755,0,31,8.258912337,12.24127986
5756,1,32,8.258912337,12.24127986
5757,1,35,8.258912337,12.24127986
5758,1,39,8.258912337,12.24127986
5759,1,38,8.258912337,12.24127986
5760,1,33,8.258912337,12.24127986
5761,1,34,8.258912337,12.24127986
5762,0,29,8.258912337,12.24127986
5763,1,38,8.258912337,12.24127986
5764,1,33,8.258912337,12.24127986
5765,1,34,8.258912337,12.24127986
5766,1,26,8.258912337,12.24127986
5767,0,25,8.258912337,12.24127986
5768,0,29,8.258912337,12.24127986
5769,0,29,8.258912337,12.24127986
5770,1,29,8.258912337,12.24127986
5771,1,32,8.258912337,12.24127986
5772,1,31,8.258912337,12.24127986
5773,1,39,8.258912337,12.24127986
5774,0,33,8.258912337,12.24127986
5775,1,34,8.258912337,12.24127986
5776,0,29,8.258912337,12.24127986
5777,0,32,8.258912337,12.24127986
5778,0,26,8.258912337,12.24127986
5779,1,38,8.258912337,12.24127986
5780,1,28,8.258912337,12.24127986
5781,0,24,8.258912337,12.24127986
5782,1,35,8.258912337,12.24127986
5783,1,32,8.258912337,12.24127986
5784,0,31,8.258912337,12.24127986
5785,1,36,8.258912337,12.24127986
5786,1,34,8.258912337,12.24127986
5787,1,33,7.937065273,12.25722489
5788,1,39,7.937065273,12.25722489
5789,0,28,7.937065273,12.25722489
5790,1,33,7.937065273,12.25722489
5791,1,31,7.937065273,12.25722489
5792,1,30,7.937065273,12.25722489
5793,0,30,7.937065273,12.25722489
5794,1,35,8.076098304,12.05224649
5795,1,30,8.076098304,12.05224649
5796,1,35,8.076098304,12.05224649
5797,1,38,8.076098304,12.05224649
5798,1,36,8.076098304,12.05224649
5799,1,29,8.076098304,12.05224649
5800,1,32,8.076098304,12.05224649
5801,1,39,8.076098304,12.05224649
5802,0,29,8.076098304,12.05224649
5803,1,35,8.076098304,12.05224649
5804,1,33,8.076098304,12.05224649
5805,1,31,8.076098304,12.05224649
5806,1,29,8.076098304,12.05224649
5807,1,38,8.076098304,12.05224649
5808,1,29,8.076098304,12.05224649
5809,1,33,8.076098304,12.05224649
5810,1,39,8.076098304,12.05224649
5811,1,36,8.076098304,12.05224649
5812,1,33,8.076098304,12.05224649
5813,1,29,8.076098304,12.05224649
5814,1,37,8.076098304,12.05224649
5815,0,31,8.076098304,12.05224649
5816,1,30,8.076098304,12.05224649
5817,0,30,8.076098304,12.05224649
5818,0,25,8.076098304,12.05224649
5819,0,25,7.995472215,12.14957912
5820,0,25,7.995472215,12.14957912
5821,1,35,7.995472215,12.14957912
5822,0,29,7.995472215,12.14957912
5823,1,37,7.995472215,12.14957912
5824,1,32,7.995472215,12.14957912
5825,1,37,7.995472215,12.14957912
5826,0,27,7.995472215,12.14957912
5827,1,32,7.995472215,12.14957912
5828,1,28,7.995472215,12.14957912
5829,0,29,7.995472215,12.14957912
5830,0,31,7.995472215,12.14957912
5831,1,36,7.995472215,12.14957912
5832,0,29,7.995472215,12.14957912
5833,1,34,7.995472215,12.14957912
5834,1,34,7.995472215,12.14957912
5835,1,27,7.995472215,12.14957912
5836,1,28,7.995472215,12.14957912
5837,0,29,7.995472215,12.14957912
5838,1,35,7.995472215,12.14957912
5839,1,33,7.995472215,12.14957912
5840,1,35,7.995472215,12.14957912
5841,0,29,7.995472215,12.14957912
5842,0,26,7.995472215,12.14957912
5843,0,26,7.995472215,12.14957912
5844,0,25,7.995472215,12.14957912
5845,0,28,7.995472215,12.14957912
5846,1,37,7.995070702,12.19047403
5847,1,34,7.995070702,12.19047403
5848,1,35,7.995070702,12.19047403
5849,1,33,7.995070702,12.19047403
5850,1,27,7.995070702,12.19047403
5851,1,35,7.995070702,12.19047403
5852,1,36,7.995070702,12.19047403
5853,1,37,7.995070702,12.19047403
5854,0,27,7.995070702,12.19047403
5855,1,31,7.995070702,12.19047403
5856,1,31,7.995070702,12.19047403
5857,1,32,7.995070702,12.19047403
5858,0,31,7.995070702,12.19047403
5859,0,27,7.995070702,12.19047403
5860,1,35,7.995070702,12.19047403
5861,1,28,7.995070702,12.19047403
5862,0,27,7.995070702,12.19047403
5863,1,30,7.995070702,12.19047403
5864,0,29,7.995070702,12.19047403
5865,0,25,7.995070702,12.19047403
5866,1,30,7.995070702,12.19047403
5867,1,32,7.995070702,12.19047403
5868,0,25,7.995070702,12.19047403
5869,0,29,7.995070702,12.19047403
5870,0,31,7.995070702,12.19047403
5871,1,38,7.995070702,12.19047403
5872,0,27,7.995070702,12.19047403
5873,1,32,7.995070702,12.19047403
5874,1,33,7.995070702,12.19047403
5875,0,27,7.995070702,12.19047403
5876,0,28,7.995070702,12.19047403
5877,1,34,7.995070702,12.19047403
5878,1,31,7.995070702,12.19047403
5879,0,30,8.574801576,12.04328541
5880,1,38,8.574801576,12.04328541
5881,1,39,8.574801576,12.04328541
5882,0,29,8.574801576,12.04328541
5883,0,36,8.574801576,12.04328541
5884,1,35,8.574801576,12.04328541
5885,0,28,8.574801576,12.04328541
5886,1,37,8.574801576,12.04328541
5887,1,35,8.574801576,12.04328541
5888,1,31,8.574801576,12.04328541
5889,0,26,8.574801576,12.04328541
5890,1,35,8.574801576,12.04328541
5891,1,34,8.574801576,12.04328541
5892,1,34,8.574801576,12.04328541
5893,1,38,8.574801576,12.04328541
5894,1,31,8.574801576,12.04328541
5895,0,27,8.574801576,12.04328541
5896,1,31,8.574801576,12.04328541
5897,1,32,8.574801576,12.04328541
5898,1,38,8.574801576,12.04328541
5899,1,35,8.440430359,12.0660132
5900,1,29,8.440430359,12.0660132
5901,1,31,8.440430359,12.0660132
5902,1,33,8.440430359,12.0660132
5903,0,40,8.440430359,12.0660132
5904,1,31,8.440430359,12.0660132
5905,0,34,8.440430359,12.0660132
5906,1,34,8.440430359,12.0660132
5907,1,29,8.440430359,12.0660132
5908,1,36,8.440430359,12.0660132
5909,1,35,8.440430359,12.0660132
5910,1,36,8.440430359,12.0660132
5911,0,26,8.440430359,12.0660132
5912,1,31,8.440430359,12.0660132
5913,1,27,8.440430359,12.0660132
5914,0,28,8.440430359,12.0660132
5915,1,38,8.440430359,12.0660132
5916,1,34,8.440430359,12.0660132
5917,1,34,8.440430359,12.0660132
5918,0,26,8.440430359,12.0660132
5919,1,31,8.440430359,12.0660132
5920,1,36,8.440430359,12.0660132
5921,1,31,8.440430359,12.0660132
5922,1,33,8.440430359,12.0660132
5923,1,34,8.440430359,12.0660132
5924,1,34,8.440430359,12.0660132
5925,1,34,8.440430359,12.0660132
5926,0,28,8.440430359,12.0660132
5927,1,36,8.440430359,12.0660132
5928,0,37,8.440430359,12.0660132
5929,1,37,8.440430359,12.0660132
5930,1,40,8.440430359,12.0660132
5931,1,30,8.440430359,12.0660132
5932,1,34,8.440430359,12.0660132
5933,0,33,8.440430359,12.0660132
5934,1,34,8.440430359,12.0660132
5935,1,34,8.513558576,11.97676177
5936,1,39,8.513558576,11.97676177
5937,1,28,8.513558576,11.97676177
5938,1,27,8.513558576,11.97676177
5939,1,35,8.513558576,11.97676177
5940,1,37,8.513558576,11.97676177
5941,0,29,8.513558576,11.97676177
5942,1,38,8.513558576,11.97676177
5943,0,31,8.513558576,11.97676177
5944,0,27,8.513558576,11.97676177
5945,1,31,8.513558576,11.97676177
5946,0,32,8.513558576,11.97676177
5947,1,35,8.466897271,11.9667434
5948,1,32,8.466897271,11.9667434
5949,0,28,8.466897271,11.9667434
5950,1,36,8.466897271,11.9667434
5951,0,31,8.466897271,11.9667434
5952,0,31,8.466897271,11.9667434
5953,1,30,8.466897271,11.9667434
5954,1,33,8.466897271,11.9667434
5955,0,27,8.466897271,11.9667434
5956,0,30,8.466897271,11.9667434
5957,1,32,8.466897271,11.9667434
5958,1,29,8.466897271,11.9667434
5959,1,35,8.466897271,11.9667434
5960,0,26,8.466897271,11.9667434
5961,1,29,8.466897271,11.9667434
5962,1,36,8.466897271,11.9667434
5963,1,32,8.466897271,11.9667434
5964,1,36,8.466897271,11.9667434
5965,1,36,8.466897271,11.9667434
5966,0,27,8.466897271,11.9667434
5967,1,33,8.466897271,11.9667434
5968,1,39,8.466897271,11.9667434
5969,0,34,8.466897271,11.9667434
5970,1,36,8.466897271,11.9667434
5971,1,37,8.466897271,11.9667434
5972,1,38,8.46951521,11.95486056
5973,1,32,8.46951521,11.95486056
5974,1,32,8.46951521,11.95486056
5975,0,29,8.46951521,11.95486056
5976,1,33,8.46951521,11.95486056
5977,1,30,8.46951521,11.95486056
5978,1,35,8.46951521,11.95486056
5979,1,38,8.46951521,11.95486056
5980,1,33,8.46951521,11.95486056
5981,1,38,8.46951521,11.95486056
5982,0,26,8.46951521,11.95486056
5983,1,34,8.46951521,11.95486056
5984,1,38,8.46951521,11.95486056
5985,1,40,8.46951521,11.95486056
5986,0,28,8.46951521,11.95486056
5987,1,37,8.46951521,11.95486056
5988,1,37,8.46951521,11.95486056
5989,1,37,8.46951521,11.95486056
5990,1,28,8.46951521,11.95486056
5991,0,26,8.46951521,11.95486056
5992,1,28,8.46951521,11.95486056
5993,1,35,8.46951521,11.95486056
5994,1,35,8.46951521,11.95486056
5995,1,31,8.46951521,11.95486056
5996,1,32,8.46951521,11.95486056
5997,1,34,8.514279885,12.00215715
5998,0,36,8.514279885,12.00215715
5999,1,39,8.514279885,12.00215715
6000,0,39,8.514279885,12.00215715
6001,1,39,8.514279885,12.00215715
6002,0,29,8.514279885,12.00215715
6003,1,38,8.514279885,12.00215715
6004,1,33,8.514279885,12.00215715
6005,1,39,8.514279885,12.00215715
6006,0,26,8.514279885,12.00215715
6007,1,40,8.514279885,12.00215715
6008,1,38,8.514279885,12.00215715
6009,0,30,8.514279885,12.00215715
6010,1,37,8.514279885,12.00215715
6011,1,34,8.514279885,12.00215715
6012,0,26,8.514279885,12.00215715
6013,1,35,8.514279885,12.00215715
6014,1,39,8.514279885,12.00215715
6015,1,40,8.514279885,12.00215715
6016,1,39,8.514279885,12.00215715
6017,0,27,8.514279885,12.00215715
6018,1,32,8.514279885,12.00215715
6019,0,28,8.514279885,12.00215715
6020,1,34,8.514279885,12.00215715
6021,0,25,8.514279885,12.00215715
6022,0,33,8.514279885,12.00215715
6023,0,32,8.514279885,12.00215715
6024,1,35,8.514279885,12.00215715
6025,1,39,8.514279885,12.00215715
6026,1,32,8.500598802,11.99448739
6027,1,38,8.500598802,11.99448739
6028,1,36,8.500598802,11.99448739
6029,1,37,8.500598802,11.99448739
6030,1,34,8.500598802,11.99448739
6031,1,31,8.500598802,11.99448739
6032,0,28,8.500598802,11.99448739
6033,1,37,8.500598802,11.99448739
6034,1,37,8.500598802,11.99448739
6035,1,39,8.500598802,11.99448739
6036,1,37,8.500598802,11.99448739
6037,1,33,8.500598802,11.99448739
6038,1,36,8.500598802,11.99448739
6039,1,37,8.500598802,11.99448739
6040,1,30,8.500598802,11.99448739
6041,1,37,8.500598802,11.99448739
6042,0,32,8.500598802,11.99448739
6043,1,31,8.500598802,11.99448739
6044,1,40,8.500598802,11.99448739
6045,0,28,8.500598802,11.99448739
6046,1,30,8.500598802,11.99448739
6047,0,32,8.500598802,11.99448739
6048,1,33,8.500598802,11.99448739
6049,0,28,8.500598802,11.99448739
6050,1,36,8.500598802,11.99448739
6051,1,25,8.492688192,12.01647472
6052,1,38,8.492688192,12.01647472
6053,1,30,8.492688192,12.01647472
6054,1,34,8.492688192,12.01647472
6055,0,27,8.492688192,12.01647472
6056,1,35,8.492688192,12.01647472
6057,1,34,8.492688192,12.01647472
6058,1,32,8.492688192,12.01647472
6059,1,40,8.492688192,12.01647472
6060,1,34,8.492688192,12.01647472
6061,1,39,8.492688192,12.01647472
6062,0,38,8.492688192,12.01647472
6063,1,33,8.492688192,12.01647472
6064,0,25,8.492688192,12.01647472
6065,1,37,8.492688192,12.01647472
6066,1,36,8.492688192,12.01647472
6067,1,36,8.492688192,12.01647472
6068,1,35,8.492688192,12.01647472
6069,1,39,8.492688192,12.01647472
6070,1,36,8.492688192,12.01647472
6071,1,38,8.50197746,12.03577375
6072,1,35,8.50197746,12.03577375
6073,1,30,8.50197746,12.03577375
6074,1,37,8.50197746,12.03577375
6075,1,32,8.50197746,12.03577375
6076,1,39,8.50197746,12.03577375
6077,1,37,8.50197746,12.03577375
6078,1,33,8.50197746,12.03577375
6079,1,40,8.50197746,12.03577375
6080,1,33,8.50197746,12.03577375
6081,0,29,8.50197746,12.03577375
6082,1,39,8.50197746,12.03577375
6083,1,28,8.50197746,12.03577375
6084,0,31,8.50197746,12.03577375
6085,1,28,8.532179949,11.99831203
6086,1,39,8.532179949,11.99831203
6087,0,29,8.532179949,11.99831203
6088,1,38,8.532179949,11.99831203
6089,0,28,8.532179949,11.99831203
6090,1,32,8.532179949,11.99831203
6091,0,29,8.532179949,11.99831203
6092,1,31,8.532179949,11.99831203
6093,1,35,8.532179949,11.99831203
6094,1,37,8.532179949,11.99831203
6095,1,33,8.532179949,11.99831203
6096,0,32,8.532179949,11.99831203
6097,1,30,8.532179949,11.99831203
6098,0,28,8.532179949,11.99831203
6099,1,33,8.532179949,11.99831203
6100,1,36,8.486881323,12.06668145
6101,1,38,8.486881323,12.06668145
6102,1,37,8.486881323,12.06668145
6103,1,33,8.486881323,12.06668145
6104,1,36,8.486881323,12.06668145
6105,1,29,8.486881323,12.06668145
6106,0,28,8.486881323,12.06668145
6107,1,39,8.486881323,12.06668145
6108,1,37,8.486881323,12.06668145
6109,0,29,8.486881323,12.06668145
6110,0,24,8.486881323,12.06668145
6111,1,33,8.486881323,12.06668145
6112,1,33,8.486881323,12.06668145
6113,1,29,8.486881323,12.06668145
6114,1,29,8.486881323,12.06668145
6115,1,34,8.486881323,12.06668145
6116,1,37,8.486881323,12.06668145
6117,1,31,8.486881323,12.06668145
6118,1,37,8.486881323,12.06668145
6119,1,34,8.486881323,12.06668145
6120,1,33,8.486881323,12.06668145
6121,1,28,8.486881323,12.06668145
6122,1,40,8.486881323,12.06668145
6123,1,33,8.486881323,12.06668145
6124,0,26,8.486881323,12.06668145
6125,1,37,8.486881323,12.06668145
6126,1,31,8.486881323,12.06668145
6127,1,35,8.486881323,12.06668145
6128,0,36,8.486881323,12.06668145
6129,1,37,8.486881323,12.06668145
6130,0,26,8.486881323,12.06668145
6131,0,27,8.486881323,12.06668145
6132,1,35,8.486881323,12.06668145
6133,1,36,8.486881323,12.06668145
6134,1,36,8.486881323,12.06668145
6135,1,34,8.486881323,12.06668145
6136,0,39,8.486881323,12.06668145
6137,1,36,8.486881323,12.06668145
6138,1,34,8.486881323,12.06668145
6139,1,33,8.486881323,12.06668145
6140,0,27,8.486881323,12.06668145
6141,0,24,8.486881323,12.06668145
6142,1,35,8.486881323,12.06668145
6143,0,27,8.486881323,12.06668145
6144,1,29,8.486881323,12.06668145
6145,0,32,8.486881323,12.06668145
6146,1,35,8.486881323,12.06668145
6147,1,39,8.571904088,11.99113936
6148,0,26,8.571904088,11.99113936
6149,1,32,8.571904088,11.99113936
6150,0,29,8.571904088,11.99113936
6151,0,27,8.571904088,11.99113936
6152,0,30,8.571904088,11.99113936
6153,1,31,8.571904088,11.99113936
6154,1,39,8.571904088,11.99113936
6155,0,35,8.571904088,11.99113936
6156,1,34,8.571904088,11.99113936
6157,1,36,8.571904088,11.99113936
6158,0,31,8.571904088,11.99113936
6159,1,38,8.571904088,11.99113936
6160,1,37,8.571904088,11.99113936
6161,1,33,8.571904088,11.99113936
6162,1,38,8.571904088,11.99113936
6163,1,32,8.571904088,11.99113936
6164,0,28,8.571904088,11.99113936
6165,1,37,8.56889103,11.98534712
6166,1,32,8.56889103,11.98534712
6167,0,31,8.56889103,11.98534712
6168,0,28,8.56889103,11.98534712
6169,0,32,8.56889103,11.98534712
6170,1,38,8.56889103,11.98534712
6171,1,39,8.56889103,11.98534712
6172,1,29,8.56889103,11.98534712
6173,1,34,8.570987693,12.01236767
6174,1,39,8.570987693,12.01236767
6175,0,28,8.570987693,12.01236767
6176,1,32,8.570987693,12.01236767
6177,1,32,8.570987693,12.01236767
6178,1,35,8.570987693,12.01236767
6179,0,33,8.570987693,12.01236767
6180,0,30,8.570987693,12.01236767
6181,0,27,8.570987693,12.01236767
6182,1,35,8.570987693,12.01236767
6183,1,38,8.570987693,12.01236767
6184,1,39,8.570987693,12.01236767
6185,0,27,8.570987693,12.01236767
6186,1,33,8.570987693,12.01236767
6187,1,28,8.570987693,12.01236767
6188,1,33,8.570987693,12.01236767
6189,0,26,8.570987693,12.01236767
6190,1,31,8.570987693,12.01236767
6191,1,30,8.570987693,12.01236767
6192,1,32,8.570987693,12.01236767
6193,1,31,8.570987693,12.01236767
6194,1,37,8.570987693,12.01236767
6195,1,32,8.570987693,12.01236767
6196,1,29,8.570987693,12.01236767
6197,0,26,8.555081238,12.03420638
6198,1,40,8.555081238,12.03420638
6199,1,35,8.555081238,12.03420638
6200,1,33,8.555081238,12.03420638
6201,1,33,8.555081238,12.03420638
6202,0,26,8.555081238,12.03420638
6203,1,38,8.555081238,12.03420638
6204,1,37,8.555081238,12.03420638
6205,0,26,8.555081238,12.03420638
6206,1,38,8.555081238,12.03420638
6207,1,33,8.555081238,12.03420638
6208,1,33,8.555081238,12.03420638
6209,1,40,8.555081238,12.03420638
6210,0,30,8.555081238,12.03420638
6211,1,35,8.555081238,12.03420638
6212,0,30,8.555081238,12.03420638
6213,0,38,8.555081238,12.03420638
6214,1,33,8.555081238,12.03420638
6215,1,34,8.555081238,12.03420638
6216,1,38,8.555081238,12.03420638
6217,0,26,8.555081238,12.03420638
6218,1,31,8.555081238,12.03420638
6219,1,35,8.555081238,12.03420638
6220,1,30,8.555081238,12.03420638
6221,0,38,8.555081238,12.03420638
6222,0,27,8.537826092,12.01889056
6223,1,27,8.537826092,12.01889056
6224,1,37,8.537826092,12.01889056
6225,1,38,8.537826092,12.01889056
6226,1,33,8.537826092,12.01889056
6227,1,29,8.537826092,12.01889056
6228,1,36,8.537826092,12.01889056
6229,1,34,8.537826092,12.01889056
6230,1,36,8.537826092,12.01889056
6231,0,29,8.537826092,12.01889056
6232,1,40,8.537826092,12.01889056
6233,1,35,8.537826092,12.01889056
6234,1,39,8.537826092,12.01889056
6235,1,28,8.537826092,12.01889056
6236,1,33,8.537826092,12.01889056
6237,1,36,8.537826092,12.01889056
6238,0,25,8.537826092,12.01889056
6239,1,34,8.537826092,12.01889056
6240,0,29,8.537826092,12.01889056
6241,0,26,8.537826092,12.01889056
6242,1,33,8.537826092,12.01889056
6243,1,34,8.537826092,12.01889056
6244,1,36,8.537826092,12.01889056
6245,0,38,9.150817442,11.88413029
6246,1,40,9.150817442,11.88413029
6247,1,32,9.150817442,11.88413029
6248,0,28,9.150817442,11.88413029
6249,1,37,9.150817442,11.88413029
6250,1,29,9.150817442,11.88413029
6251,1,34,9.150817442,11.88413029
6252,1,34,9.150817442,11.88413029
6253,1,31,9.150817442,11.88413029
6254,1,34,9.150817442,11.88413029
6255,1,32,9.150817442,11.88413029
6256,1,39,9.150817442,11.88413029
6257,1,38,9.150817442,11.88413029
6258,1,28,9.150817442,11.88413029
6259,1,38,9.150817442,11.88413029
6260,1,30,9.150817442,11.88413029
6261,1,39,9.150817442,11.88413029
6262,1,36,9.150817442,11.88413029
6263,1,31,9.150817442,11.88413029
6264,0,30,9.150817442,11.88413029
6265,0,27,9.150817442,11.88413029
6266,0,25,9.150817442,11.88413029
6267,1,35,9.150817442,11.88413029
6268,1,36,9.150817442,11.88413029
6269,1,27,9.150817442,11.88413029
6270,1,35,9.150817442,11.88413029
6271,1,38,9.150817442,11.88413029
6272,1,37,9.150817442,11.88413029
6273,0,36,9.150817442,11.88413029
6274,1,30,9.150817442,11.88413029
6275,1,37,9.150817442,11.88413029
6276,1,39,9.150817442,11.88413029
6277,1,33,9.150817442,11.88413029
6278,1,36,9.150817442,11.88413029
6279,1,35,9.150817442,11.88413029
6280,1,38,9.150817442,11.88413029
6281,1,32,9.150817442,11.88413029
6282,1,36,9.150817442,11.88413029
6283,1,35,9.150817442,11.88413029
6284,0,29,9.150817442,11.88413029
6285,0,29,9.150817442,11.88413029
6286,1,26,9.150817442,11.88413029
6287,1,38,9.150817442,11.88413029
6288,1,37,9.150817442,11.88413029
6289,1,37,9.150817442,11.88413029
6290,0,35,9.150817442,11.88413029
6291,1,32,9.150817442,11.88413029
6292,1,31,9.150817442,11.88413029
6293,1,38,9.150817442,11.88413029
6294,1,28,9.150817442,11.88413029
6295,0,33,9.150817442,11.88413029
6296,1,37,8.527464245,11.9928315
6297,1,37,8.527464245,11.9928315
6298,0,26,8.527464245,11.9928315
6299,1,38,8.527464245,11.9928315
6300,0,28,8.527464245,11.9928315
6301,0,25,8.527464245,11.9928315
6302,1,32,8.527464245,11.9928315
6303,1,36,8.527464245,11.9928315
6304,1,34,8.527464245,11.9928315
6305,1,30,8.527464245,11.9928315
6306,1,32,8.527464245,11.9928315
6307,0,30,8.527464245,11.9928315
6308,1,36,8.527464245,11.9928315
6309,0,28,8.527464245,11.9928315
6310,1,38,8.527464245,11.9928315
6311,1,37,8.527464245,11.9928315
6312,1,33,8.527464245,11.9928315
6313,1,37,8.527464245,11.9928315
6314,0,32,8.527464245,11.9928315
6315,1,38,8.527464245,11.9928315
6316,1,32,8.527464245,11.9928315
6317,1,34,8.527464245,11.9928315
6318,1,34,8.527464245,11.9928315
6319,1,39,8.527464245,11.9928315
6320,1,29,8.527464245,11.9928315
6321,1,30,8.527464245,11.9928315
6322,1,34,8.527464245,11.9928315
6323,1,37,8.527464245,11.9928315
6324,0,32,8.527464245,11.9928315
6325,1,30,8.527464245,11.9928315
6326,0,28,8.510946756,11.99421366
6327,0,31,8.510946756,11.99421366
6328,1,39,8.510946756,11.99421366
6329,1,36,8.510946756,11.99421366
6330,1,38,8.510946756,11.99421366
6331,1,39,8.510946756,11.99421366
6332,1,39,8.510946756,11.99421366
6333,1,35,8.510946756,11.99421366
6334,1,28,8.510946756,11.99421366
6335,1,36,8.510946756,11.99421366
6336,0,28,8.510946756,11.99421366
6337,0,27,8.510946756,11.99421366
6338,1,36,8.510946756,11.99421366
6339,1,32,8.510946756,11.99421366
6340,1,31,8.510946756,11.99421366
6341,1,31,8.581545219,11.97118563
6342,0,30,8.581545219,11.97118563
6343,1,36,8.581545219,11.97118563
6344,1,31,8.581545219,11.97118563
6345,1,29,8.581545219,11.97118563
6346,1,38,8.581545219,11.97118563
6347,1,33,8.581545219,11.97118563
6348,1,36,8.581545219,11.97118563
6349,1,31,8.581545219,11.97118563
6350,1,36,8.581545219,11.97118563
6351,1,38,8.581545219,11.97118563
6352,1,27,8.581545219,11.97118563
6353,1,38,8.581545219,11.97118563
6354,1,30,8.581545219,11.97118563
6355,1,40,8.581545219,11.97118563
6356,0,29,8.581545219,11.97118563
6357,1,38,8.518793395,11.98086211
6358,1,36,8.518793395,11.98086211
6359,1,38,8.518793395,11.98086211
6360,1,38,8.518793395,11.98086211
6361,1,35,8.518793395,11.98086211
6362,1,39,8.518793395,11.98086211
6363,1,36,8.518793395,11.98086211
